Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
1810,12,0.0963,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그 돈으로 차라리 노령 연금을 줘라,영아수당 지급
631,12,0.094,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",전국이 다 주는걸 울산시만 주는것처럼 포장,영아수당 지급
811,12,0.0926,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",징글징글하다    공무원이 많으면   나라 망한다,영아수당 지급
1745,12,0.0923,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그돈으로 믿고 맞길수있는 어린이집 더 만들고 야간까지 돌봐줄곳이나 만들어라  만원 받고싶어 손주손녀 봐주겠다는 조부모들 없다 진정한 복지가 무엇인지 모르내 답답한것들,영아수당 지급
1919,12,0.0917,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",돈이 남아도나 그럴돈으로 주위에  돕자,영아수당 지급
770,12,0.0917,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",아직 정부에서 정신 못차렸네 출샄율 더 꼴아박아봐야,영아수당 지급
1947,12,0.0901,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",장애인가정은 평생 돌보고 있습니다집안 대소사에도  가족의한사람은 장애인 가족을 지켜야 합니다 심지어 직계방계의 장례식결혼식에도 참석을 못합니다   이번 코로나에도 장애인 가족은  엄청 힘들었습니다 왜 건강한 사람들만 복지정책이  확대되고  있나요,영아수당 지급
1150,12,0.0901,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",믿었니 ㅎㅎ,영아수당 지급
1805,12,0.0901,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",자기손주 돌보는 것도 돈받냐 주변에 애기있는 집은 그냥 돈받을수 있겠네,영아수당 지급
545,12,0.0885,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",돈으로 줄것이 아니라 직접 물품으로 준 것이 훨씬 합리적이다 아니면 어린것들이 돈만 챙기고 아이 낳아 학대방하면 어쩔려고ㅉㅉㅉ,영아수당 지급
785,12,0.0885,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그렇게 맨날 하니까 출생수가 안늘지,영아수당 지급
524,12,0.0881,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",이게 뭐하는 짓인가 애들을 키울때 사랑으로 키워야 하는데 정부에서 지원하는 돈으로 키우니 교육이 되겠나,영아수당 지급
1422,12,0.0869,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",청년이 사회적 약자냐 조금 돈받고 일하는 사람을 지원해라무차별적으로 주지말고 이러니 클럽가서 술먹고 고급차타고 돌아다니지대 고급차 못 타는 사람 엄청 많다,영아수당 지급
452,12,0.0869,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",개나소나 아기 쳐낳아 국가돈 받아먹고 나중에 아동확대로 살인을 저지른 고유정같은 살인녀들 아이한테 들어간 세금 다 토해내라 윤두환아 국가빚은 조원인거 알지 지지률 떨어지니 돈살포 하는거야 그런데 이거 돈퍼주기하다가 나중에 국가빚이 더 늘어나면 느그들이 책임져라ㅋ 한번 실행한 정책을 폐기하면 개발작하는 여편네 난리나겠네ㅋㅋ,영아수당 지급
329,12,0.0869,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",뭐이런돈 줘봐야 애새끼 왜놓냐고 지랄들하는데굳이 꼭 여자들이 몸망가져가면서 낳아야하나애들 많으면 많다고 지랄 없으면 없다고 지랄참,영아수당 지급
1993,12,0.0869,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",결론은 부모도 서민이라 일해야먹고살수있어 손주 못봐주는 집은 못받잖아 이건 서민이 아닌 먹고 살만한집 돈주겠다는거지,영아수당 지급
565,12,0.0869,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",유치원   다닐때도 초등학교 다닐때도  줘야됩니다  요즘애들  키우려면  학원비외  양육비 돈엄청들어갑니다   그러지않으면    젊은이들   집장만도  어려우니   애낳기 꺼려합니다,영아수당 지급
559,12,0.0869,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",세부터 세만 돈들어가나  다 주세요아이 키우는 부모한테는,영아수당 지급
1781,12,0.0869,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",결국 그 만원으로 자란아이가 어렵게 취직해 월급봉투보고 놀라 화들짝 자빠잔다,영아수당 지급
496,12,0.0869,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",애새끼한테 몰 이렇게 지급해 남편이 돈벌어오자나 거지야 그럼 낳지말았어야지노인들에게나 지원금 챙겨줘라,영아수당 지급
1841,12,0.0864,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",ㅋㅋㅋ어이없는 정책 돈아깝다,영아수당 지급
348,12,0.086,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그냥 다 안주고 아동학대 당한 애들이나 보살펴 주었으면 좋겠다ㅜㅜ 고아원에 있는 아이들에게도ㅜㅜ,영아수당 지급
1758,12,0.0853,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",제한 두지말고 그냥 전부 이 낫겠다 조부모가 실제 애를 보는지 안보는지 어떻게 확인하나  또 엉뚱한 놈이 부정수급하는거지,영아수당 지급
495,12,0.0853,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",돈 많이 들어가는 초 중 고 애들 지원 좀 하자,영아수당 지급
1863,12,0.0853,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",애를 키우려면 부모도 쉴 시간이 필요한데 애 놓음 부모는 하루 밤도 자신만의시간을 못가진다 어린이집 학교 빨간날 다쉬지 애놓고 젤 후회되는게 혼자만의 시간이 단하루도  없다는것 애는 진짜 자기 인생 시간 희생안하고는 못키우더라 애둘키우면서 나도 자유시간이 있었으면 하는 생각이 가장 많이 든다 연차휴가 있음 뭐 하냐 애들 퇴근하면 애 봐야되는데 많이 생각해보고 ,영아수당 지급
103,12,0.0853,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",취약계층 생활지원금 절반 줄이고 기초수급 지원금 늘린다이게 무슨 말이야,영아수당 지급
323,12,0.0844,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그냥 집값 내려가면 애들 많이 낳음  저거 받은거보다 주담대이자에 허리 휨,영아수당 지급
1237,12,0.0843,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",청년한테 도대체 왜 퍼주는 거냐 졸 한심하네,영아수당 지급
1935,12,0.0839,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",자기가족 돌보는데 왜 세금으로 용돈을 주나 그런돈있음 연금이나 고갈되지 않게 마련해야지요,영아수당 지급
865,12,0.0838,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",니들이 만원 줄 테니까 셋째 키워볼래 개소리야,영아수당 지급
1790,12,0.0838,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",뭐가 문제인지 모르고 쇼만하는거 같아 아쉽네요,영아수당 지급
1774,12,0.0833,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",이런 복지 해줘도 출산율 올라가는거 티도 안날듯이미 사회 전반적 분위기가 비혼주의과 캥거루족 의식이 많이 깔렸는데 쓸데없는 세금 낭비일듯,영아수당 지급
1600,12,0.0833,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그만 좀 퍼쥐라,영아수당 지급
1860,12,0.0824,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",여성전용 주차장없애고 가족주차장은 대찬성이다,영아수당 지급
143,12,0.0823,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",지원금 받으려 그냥 낳고 방치하는 학대부모는 어떻게  거를 셈인지,영아수당 지급
435,12,0.0819,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",할람 당장해야지 년은 뭐냐 시간끌기 권법이냐그때되면 또 말바꾸게윤삭랼이 너 특기아님,영아수당 지급
333,12,0.0813,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그냥 애 한명당 스무살될때까지 만원씩 지원해봐 이상한데 돈쓰지말고,영아수당 지급
987,12,0.0799,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",중위소득 제한 저거면 맞벌이는 현실적으로 못받아간다고 본다,영아수당 지급
264,12,0.0765,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",진짜 아무거나 막 내놓고 보는구나 애낳으면 돈주고 정작 국가 시스템이 필요할때 알아서 키우고 무슨 정책이 이렇게 저급한가국민이 애낳는 수단이냐 정치인들 수준은 아직도 천박하다,영아수당 지급
1534,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",나라 망한다는 찍들 어디갔냐,영아수당 지급
1829,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",이게 뭔 멍멍이 짓는 소리야 돈 쓸려면 정확한 명분이 있는곳에 써라 구분이 어정쩡해 부정 수급 만들지말고 윤정부에선 정책을 펼때 대충대충하네서울 시장도 윤석열화 된거냐,영아수당 지급
1531,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",청년들을 위해 중소기업 꼰대문화 없애기 운동 지원 좀 부탁드려요,영아수당 지급
1438,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",인구 만명중 사회적약자가 만명이라 된다는거냐 계속 지원만 해주면 일은 누가하냐,영아수당 지급
1648,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그냥 아이가 있으면 주는게 낫지 친척이 돌봐야지 주는건 너무 어리석은 정책이다 맞벌이가 아니면 못받는 이상한 정책,영아수당 지급
1871,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그럴돈 있으면 형편어려운 집안에 돈을 줘라 폐지주워가며 손주들 키우는집이 수두룩일꺼다,영아수당 지급
1404,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",올고먹는애들 지원 말고 직장년차수에 따라 세금감면 혜택이나 좀 줘라,영아수당 지급
1360,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",대체 사지멀쩡하고 일안하는 젊은애들한테 돈을왜주는건지 이해가안된다 그러니 서빙같은 하찮은알바하나 안하려고하고 죄다 편돌이만하려고하고 좀만힘들면 때려치고 세대 아주 가관이다,영아수당 지급
1959,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",조부모가 안계신 집은 필요한 혜택을 못받겠네요,영아수당 지급
1345,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",왜 자꾸 돈을 주냐 남아도냐,영아수당 지급
75,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",개통령 너부터 애를 낳아 키워봐야지,영아수당 지급
2031,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",뭔헛소리여  유치원이나 제대로 지원해라 ㅉㅉ,영아수당 지급
340,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",내년에는 애 데리고 한국에서 살아야겠네,영아수당 지급
255,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",그딴게 뭔 필요가 있나 회사에서 육휴부터 거절인데 육휴 무조건 제공하게 해줘라 그래야 아기를 낳던하지 애낳으면 기를 사람 없어서 퇴사해야되서 못낳는다,영아수당 지급
625,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",친일지역  대구경북강원도강남신천지,영아수당 지급
845,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",나 애기낳고 회사갓더니 퇴사처리 시킨 동규 아  그덕에  이악 물고 사업자내서 지금은 잘살고있다,영아수당 지급
846,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",애셋인데 애들이 주는 기쁨은 크지만 좋나게 힘듬ㅜㅜ,영아수당 지급
111,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",돈 말고 분유나 기저귀로 춰라 애낳고 방치하늘 부모 많이 생길거 눈에 봐도 뻔함,영아수당 지급
1169,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",다음 정책 뻔하다 세수부족한데 어디서 뽑아먹을까요 주민세 소득세 건보료 연금보험료 글쎄다 부자들은 세금 올리면 안돼니까 정답은 선진국처럼 복지한다고 직장인 소득세 징수 그리고 부총리왈 선진국 다그렇게 한다라고,영아수당 지급
381,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",이건 잘하는거지,영아수당 지급
371,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",결국 싱글족 징벌적 세금이네,영아수당 지급
1039,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",양두구육 윤석열 정권 몰러 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,영아수당 지급
1131,12,0.0741,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",야임마니들은 조선시대 왕이가니들이 직접 키워라,영아수당 지급
480,12,0.0734,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",부모급여에  군인만원 월급 억 빚탕감까지지돈 아니라고 막 뿌려대는구나,영아수당 지급
404,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",장애아동들 지원좀해라,영아수당 지급
320,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",애들보는거말고 부모 모시고돌보는것도  쫌알아주지요,영아수당 지급
473,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",지금 받는돈 차곡 차곡 저축 해놔라 아웃백 스타벅스가서 돈쓰지말고 중고등학교 때는 지원 하나도 없다먹는거 입는거 학원비 피똥싼다,영아수당 지급
357,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",진짜 년생부터는 좋켓다까지는 혜택 받는게 업네 는 정말 슬프네 아 열받아,영아수당 지급
1801,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",반대합니다,영아수당 지급
469,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",군인 월급올리고 이것도 지원하고 다 어디서 나오는건지 현금화해서 기다려야겠다 틀림없이 폭락오겠다,영아수당 지급
493,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",이런곳에 돈준다고 애를 더낳는것도 아니고 차라리 유소아관련 예산 모두 없애고 이런돈 모아서 자녀이상 낳으면 시내요지에 아파트 한채씩 주든가 그러면 애라도 많이 낳아서 좋고 부모들도 집부담 없어져서 좋고 국가도 출산률 높아서 좋고 일타삼피 아니냐,영아수당 지급
327,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",악용될까두렵내 책이안지고 애만싸질러놓고학대하는부모만나 피해입는아이 생기겠지,영아수당 지급
1738,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",이렇게 학습능력이 없나 지난 년간 돈뿌려서 출산률 올라갔음  돈뿌리는걸로 해결안된다는걸 왜 아직도 모르는거지,영아수당 지급
1546,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",청년은 오늘도 힘들다 돈 더 줘,영아수당 지급
1532,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",애 그렇게 키우는거 아니에요,영아수당 지급
942,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",더불어공산당이 정권을 잡든 국짐당이 정권을 잡든 나라 돌아가는 꼬라지는 변함 없으니깐 당해체나 해라ㅉㅉ 인간같지도 않은것들이 위선만 떨어대냐뒤질려고,영아수당 지급
1028,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",종북 몰이만 해주면 최소한의 지지율은 나온다구욤 이런 생각일게뻔함,영아수당 지급
1413,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",굳이 필요없다 보지만은 근갑다하겠음,영아수당 지급
1407,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",영주권 뿌리면 되지,영아수당 지급
2021,12,0.0726,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",미친거아냐 자기손주보는데돈 쓸곳이 그리없어 미친,영아수당 지급
849,12,0.072,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",여가부 없애라,영아수당 지급
1977,12,0.0719,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",아니 내가 뼈빠지게 일해서 낸 세금으로 왜 너네들이 이상한 데다가 자꾸 선심질이야자기들 돈벌어 먹자고 하는 맞벌이 아냐 그 애들키우는걸 왜 내세금으로 돈을 퍼줘,영아수당 지급
1994,12,0.0713,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",요즘에는 집에서 애보면 죄인이다 무슨일이든 애 팽겨치고 밖에나가야 혜택이있다,영아수당 지급
471,12,0.0713,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",비혼의 근본적인 문제를 해결하지 못하면 저출산 문제는 절대 풀어가지 못한다아이를 낳으면 무조건 출산 장려금을 백만원씩 지급해야 하고 미혼모도 아이를 키울 수 있는 정책 개발을 해야 한다,영아수당 지급
977,12,0.0713,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",오세훈님 천원짜리 무상급식 반대하셨으면서 이제 만원을 준다구요 ㅋㅋㅋㅋ 본인이 어린 손주가 있어서 그러시는 건지 아님 대선 준비하시는건지 궁금하네요,영아수당 지급
121,12,0.0713,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",초중고애들이 돈 젤많이 들어간다,영아수당 지급
857,12,0.07,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",백신 패스    애들 백신  패스   집어치워라   살인 정권  아,영아수당 지급
693,12,0.07,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",이런과대망상 파풀리줌에 빠진 공산주의자 정말 뻔뻔하구나 넌 감방에서 니생을 마쳐야한다,영아수당 지급
621,12,0.0697,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",정부차원에서 지원하세요어디는 얼마지원하고 차이두지말고요 애  낳아라 하면서  실질적이고 현실적인 지원은  없어요 애 한명당   몇세까지  얼마를  지원하세요다른곳으로  세는 세금  앞날위해서  어린이들 키우는데  지원하면 좋겠어요  애들이  우리의 희망입니다,영아수당 지급
555,12,0.0694,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",태어나는것낳는것도 힘들지만죽는게 더 힘들다,영아수당 지급
1298,12,0.0687,"애, 그냥, 원금, 부모님, 요, 난, 교육비, 생각, 출산율, 그",뭉개인이 막 퍼줘서 욕했더만 더한게 나왔내에라이,영아수당 지급
